run,clk_mhz,acc_hw_vs_gt_pct,acc_golden_vs_gt_pct,acc_delta_hw_minus_golden_pp,comms_lat_ms_mean,comms_thr_ips_mean,inf_lat_ms_mean,inf_thr_ips_mean,core_cycles_mean,core_time_us_mean,e2e_cycles_mean,e2e_time_us_mean,overhead_cycles_mean,overhead_time_us_mean,power_abs_w_mean,power_dyn_w_mean,hw_precision_micro,hw_recall_micro,hw_f1_micro,golden_precision_micro,golden_recall_micro,golden_f1_micro
quant,150.0,98.02,98.02,0.0,0.494870303030303,2022.5534717188411,0.21786845027763754,4595.900753383733,23165,154.43333333333334,23183,154.55333333333334,18,0.12,3512.6168224299067,,0.9802,0.9802,0.9802,0.9802,0.9802,0.9802
